CreditScore,Age,AnnualIncome,DebtToIncomeRatio,LoanAmount
700,22,70406,0.61,39648
577,21,154760,0.81,15096
653,53,89284,0.44,34781
555,23,134579,0.55,9743
398,69,33665,0.8,8391
581,38,40641,0.61,10355
702,30,183572,0.22,6247
408,54,55797,0.61,41286
498,42,65950,0.63,7290
602,43,176118,0.73,35076
626,56,149554,0.62,43452
453,37,122339,0.97,26817
704,50,133431,0.2,46491
761,31,160710,0.95,38595
431,53,41173,0.54,33827
383,34,164294,0.67,27209
698,38,188082,0.1,40754
408,63,38095,0.38,33118
520,33,143554,0.77,44411
667,63,152511,0.71,16216
446,33,145614,0.04,8860
411,37,156447,0.55,14425
793,46,109023,0.09,14806
804,45,127181,1,48718
774,25,40600,0.9,25911
570,41,22466,0.02,26406
720,20,196169,0.86,35360
666,42,129934,0.92,15464
579,36,73276,0.35,31587
582,50,198043,0.72,39865
339,19,26928,0.44,7458
488,32,75309,0.66,10151
463,39,191960,0.34,37934
835,27,194904,0.32,7488
835,35,136196,0.42,25541
303,39,29404,0.15,22803
589,63,184711,0.83,44183
732,66,133187,0.35,45776
770,44,130449,0.4,25718
480,30,47684,0.89,12170
547,50,88591,0.5,18430
578,22,139821,0.54,48284
553,43,22682,0.96,10260
480,30,131186,0.89,8636
808,44,189118,0.17,37955
625,31,41832,0.47,37108
656,41,36997,0.97,39945
690,20,54640,0.37,16941
384,64,60491,0.37,4435
616,68,83043,0.2,29355
511,66,132175,0.11,8300
814,47,148568,0.74,46437
683,52,134250,0.77,23183
641,65,92725,0.97,34733
337,31,148131,0.77,8444
810,29,65520,0.24,26755
719,45,82919,0.04,44394
468,61,129869,0.99,24062
642,46,84442,0.34,15610
605,60,172842,0.31,1500
841,34,125246,0.91,5554
836,57,198570,0.59,26545
411,66,129687,0.21,47059
710,38,143447,0.89,7771
505,40,81477,0.99,18499
484,37,20244,0.09,4932
681,28,183860,0.86,27055
795,51,99453,0.39,38202
678,27,197561,0.52,28700
346,27,147962,0.91,4567
827,60,91303,0.97,2658
803,23,48390,0.26,43836
321,53,30247,0.21,47929
512,41,185750,0.08,41712
609,29,49583,0.56,27627
571,60,159148,0.01,39568
501,40,169078,0.41,21760
331,44,166123,0.07,30985
742,62,155386,0.41,15408
461,54,48670,0.04,30832
553,23,144920,0.84,41785
820,18,30236,0.21,36583
779,23,55568,0.33,34738
309,67,127327,0.87,25204
804,39,130188,0.75,14285
735,58,36352,0.22,33975
410,41,145721,0.07,17643
452,42,196722,0.72,6025
401,32,161418,0.39,38126
490,43,176228,0.77,17888
380,25,75904,0.45,46258
788,68,165107,0.35,35527
387,41,142141,0.45,24898
493,65,36108,0.75,48069
403,55,22853,0.9,15387
395,23,104156,0.05,47435
722,52,24176,0.52,4794
497,59,120459,0.03,4590
300,18,176992,0.47,15698
706,63,157901,0.89,13332
677,53,143225,0.36,40738
466,29,138458,0.93,10593
808,55,130893,0.63,31107
612,28,93927,0.93,32490
717,29,138178,0.76,37097
776,59,60667,0.1,12036
372,67,186915,0.23,29561
440,56,181615,0.39,15372
561,24,26611,0.17,35860
639,28,108242,0.49,20351
607,53,104612,0.47,31327
544,69,66902,0.96,19059
814,48,53043,0.43,28188
636,50,156343,0.79,34055
375,30,92867,0.94,3316
474,35,97089,0.88,17259
408,58,78745,0.21,36606
482,41,162645,0.5,12829
491,26,172481,0.35,9137
364,48,105970,0.4,25502
773,58,44464,0.36,28204
399,27,193912,0.83,2265
843,19,199857,0.45,36751
427,55,138523,0.52,23285
751,32,40662,0.98,25315
668,20,38228,0.06,48457
342,60,80721,0.49,47875
718,48,158458,0.77,41911
787,23,26862,0.15,41798
377,20,60108,0.61,46890
569,28,111788,0.24,44420
614,32,100140,0.87,34379
467,62,178273,0.33,37291
638,69,88578,0.33,28152
492,45,69966,0.6,6424
752,27,30386,0.18,10939
582,55,97228,0.28,31253
635,64,166297,0.42,35396
689,67,167765,0.35,14176
824,67,92197,0.52,8907
539,24,63021,0.6,4372
782,32,138915,0.57,28572
757,35,169333,0.65,25592
388,35,178450,0.31,14102
394,69,137174,0.13,43557
751,58,106755,0.76,26642
727,41,163009,0.85,4139
450,19,86330,0.26,12643
813,57,198438,0.41,19643
675,37,92322,0.5,36018
321,51,122318,0.53,39889
612,60,191232,0.66,29780
818,43,65313,0.04,41949
505,24,47032,0.72,49071
674,55,168430,0.06,17667
750,47,81710,0.47,31632
478,59,115326,0.83,39493
509,22,106157,0.45,49352
799,28,199893,0.15,30408
763,18,48365,0.99,25302
423,51,33189,0.89,22621
412,18,27248,0.77,14219
311,36,24369,0.41,42562
425,19,159122,0.18,26939
630,38,48605,0.94,47880
582,37,69616,0.53,45312
439,40,123719,0.85,37843
700,38,191955,0.34,13778
396,41,53055,0.34,39930
816,21,136680,0.99,30870
368,29,27450,0.52,41404
417,39,153997,0.14,23121
358,37,70272,0.22,41770
332,35,25310,0.48,47221
617,18,51817,0.04,31158
349,47,195600,0.46,24456
788,50,102641,0.42,48401
318,41,35457,0.78,13992
496,31,62311,0.35,45894
749,53,155052,0.98,26390
751,22,171958,0.18,46858
588,28,143573,0.59,17756
440,41,117427,0.09,22971
383,48,56181,0.73,8071
690,30,184334,0.99,28574
514,33,152019,0.82,47517
825,41,151094,0.56,20275
514,30,21128,0.48,45751
702,41,99522,0.84,7586
427,43,183394,0.94,20703
776,19,68929,0.99,27765
703,33,101696,0.4,11641
328,55,135245,0.99,37735
637,63,29808,0.16,1822
660,18,115148,0.25,33989
691,66,41725,0.09,40648
517,28,92534,0.27,13129
501,68,59950,0.77,16543
316,52,103576,0.85,26963
621,60,40557,0.78,37656
817,46,41825,0.63,30665
624,54,28998,0.51,14499
711,34,56080,0.71,11352
617,56,166874,0.39,20654
381,59,162239,0.84,11117
773,45,62407,0.68,22077
767,46,140283,0.7,46540
724,60,33338,0.54,4993
503,20,96289,0.89,19982
686,69,169967,0.25,35434
397,27,198982,0.38,17312
644,59,151029,0.78,45041
507,31,129367,0.49,15338
813,29,85898,0.89,31173
465,64,154526,0.35,38525
321,59,137486,0.37,27690
453,47,106540,0.89,28328
738,49,156421,0.46,12360
594,49,145416,0.52,39883
518,59,59963,0.33,39205
794,49,158822,0.28,23625
529,43,114929,0.66,43040
319,68,173535,0.12,45894
447,18,94935,0.88,32850
407,59,33686,0.78,17471
702,19,83528,0.19,40883
782,34,119811,0.69,28276
666,47,42787,0.6,3703
713,56,165848,0.18,12151
608,24,135613,0.27,27998
433,69,124887,0.41,5147
582,44,81086,0.7,35515
372,26,122231,0.64,9232
780,39,83308,0.53,16151
651,51,35797,0.77,11330
625,63,25302,0.76,12276
742,66,58059,0.62,19535
399,18,151980,0.79,37705
358,26,163949,0.33,40654
807,37,34239,0.88,44050
557,36,47313,0.61,33976
712,53,62103,0.82,1599
751,57,199480,0.55,4709
364,62,108771,0.22,25110
453,21,146228,0.54,6723
565,26,111665,0.37,47772
378,58,30534,0.7,43536
614,39,63060,0.48,28394
547,35,37189,0.84,11316
713,29,148431,0.68,23622
324,59,106067,0.68,25844
583,60,30967,0.22,41740
748,56,85563,0.98,22162
600,26,28660,0.84,29833
367,23,138671,0.79,18206
306,36,149909,0.33,25501
436,65,190895,0.54,49314
463,64,160688,0.14,11291
382,24,95976,0.54,45562
719,33,199810,0.15,12659
372,22,33107,0.55,26226
536,33,114182,0.65,41751
345,18,111787,0.39,7500
561,68,35954,0.5,2634
475,54,36943,0.88,15059
465,56,60725,0.11,5814
669,36,65434,0.79,5076
353,54,105751,0.17,42158
718,34,30110,0.04,39210
806,43,36462,0.19,26931
640,39,99232,0.77,33007
426,25,86567,0.41,23744
708,50,147425,0.87,31396
666,19,76063,0.52,24083
570,47,133394,0.02,37273
678,64,75240,0.72,26276
372,37,101352,0.11,1502
547,35,168940,0.79,13756
342,60,100989,0.17,15262
676,27,42222,0.35,49909
340,41,99794,0.76,11605
469,21,83924,0.95,41707
511,54,119854,0.37,23416
792,21,98513,0.83,38487
338,30,74649,0.19,41516
668,42,122986,0.81,28543
450,30,103749,0.66,32280
410,35,161295,0.19,3870
779,41,199238,0.3,5758
735,19,59369,0.13,46806
346,65,106379,0.38,39736
665,50,89392,0.2,12659
368,36,32661,0.64,41558
598,26,166663,0.99,10585
595,45,91718,0.01,28903
502,52,27970,0.54,38039
360,56,67922,0.57,5323
613,27,50755,0.91,27970
460,18,140926,0.51,35806
630,59,39416,0.54,49745
827,38,33672,0.47,6461
637,26,148145,0.27,41831
603,64,198068,0.06,35030
802,32,94095,0.41,6731
637,52,20064,0.05,22500
849,22,88835,0.55,10903
574,58,156711,0.31,34117
463,39,162127,0.53,29602
742,58,107594,0.13,32174
618,40,180499,0.93,34208
803,24,136916,0.89,20192
686,40,140308,0.19,14899
793,61,102516,0.34,19946
789,42,84666,0.61,4152
372,44,138294,0.1,26960
808,58,30866,0.35,11247
689,23,23889,0.25,31806
594,51,138194,0.92,26573
668,26,144714,0.85,43382
848,66,199298,0.58,27038
486,50,51335,0.52,28770
744,68,70547,0.93,7949
662,23,177234,0.93,3205
422,54,175759,0.97,18855
487,48,118756,0.13,20564
719,51,30995,0.16,14133
551,58,22631,0.68,19114
848,46,186026,0.54,33803
634,31,157039,0.02,30785
391,53,108294,0.06,39302
829,53,107278,0.89,24545
362,32,84471,0.87,41777
811,25,57116,0.36,11952
438,43,112116,0.89,3535
484,53,185299,0.59,25721
504,65,153014,0.81,5963
513,38,67664,0.43,13707
555,45,179141,0.11,13860
434,21,107342,0.43,15247
387,33,34407,0.46,18410
506,39,133926,0.55,18670
428,29,79201,0.11,20230
302,33,100093,0.99,42280
420,68,37878,0.24,25158
684,57,103100,0.2,14887
337,55,98629,0.53,36061
640,59,63168,0.54,24810
320,54,74862,0.44,45124
541,46,48004,0.77,43786
754,35,40471,0.52,26358
602,27,111820,0.61,46588
368,59,122229,0.72,16933
428,56,85308,0.03,31034
495,35,103969,0.57,2947
439,18,34568,0.88,20715
743,56,29466,0.02,31956
582,38,77324,0.41,22644
611,18,122208,0.93,16310
834,32,166539,0.35,23450
576,21,95955,0.46,17303
360,37,167748,0.98,48782
618,27,114791,0.2,25031
351,40,182586,0.07,30250
452,58,128718,0.86,22853
610,51,42650,0.87,18977
843,63,108290,0.47,43707
688,65,97701,0.51,15465
847,50,30683,0.84,11225
476,51,100978,0.74,41472
661,56,24860,0.27,17640
613,27,154801,0.02,32535
396,37,51351,0.48,40280
512,18,82744,0.86,3991
436,30,175418,0.9,18801
305,18,140198,0.96,25144
408,22,94155,0.88,8965
846,33,141449,0.58,14730
338,32,96700,0.44,30553
724,66,26955,0.77,9301
560,45,195365,0.74,19936
725,48,41662,0.54,43017
386,40,26408,0.09,15155
764,65,191475,0.93,22117
375,62,21225,0.46,49848
770,60,163268,0.36,3042
713,34,166444,0.63,19565
756,66,37279,0.67,48602
584,51,130401,0.21,38260
538,30,112404,0.84,37326
671,31,189259,0.29,43581
794,28,68481,0.19,4658
344,45,179547,0.41,17319
700,59,64552,0.73,20078
546,49,157930,0.97,37652
749,52,94474,0.81,38548
784,48,45168,0.94,20668
317,34,52099,0.14,39720
588,64,81455,0.07,41285
713,26,74240,0.56,23546
534,27,94796,0.29,38874
715,25,74592,0.83,38165
798,38,142181,0.67,29898
414,30,198530,0.97,30907
533,67,121611,0.25,46411
839,22,78046,0.49,30372
310,23,36488,0.5,15822
505,47,138521,0.24,20776
546,48,151467,0.59,33406
426,34,161917,0.44,11462
446,28,187131,0.45,37479
417,37,38394,0.36,35354
681,65,113993,0.02,43174
711,26,196978,0.52,40906
662,19,79332,0.34,8662
808,54,188377,0,8404
436,18,62628,0.31,47101
474,21,41352,0.28,43605
588,53,102971,0.39,10542
780,42,71993,0.13,16904
318,20,190458,0.51,28774
494,26,123027,0.69,9556
629,39,140212,0.63,47123
474,40,28539,0.8,13806
748,29,152335,0.45,43586
653,27,164377,0.52,15864
798,51,73817,0.81,31016
440,60,175470,0.43,34749
392,27,69107,0.7,43996
538,47,183224,0.43,37320
504,39,181696,0.42,18305
732,23,149240,0.76,12938
544,67,119655,0.17,17318
616,19,76132,0.34,21379
594,47,145701,0.22,38820
581,19,125494,0.36,6406
316,49,72979,0.23,21661
370,59,78013,0.58,18858
568,33,83797,0.8,31816
624,29,71798,0.79,13850
604,18,167722,0.36,13601
750,25,177086,0.99,40866
306,65,96421,0.59,27644
613,67,27434,0.4,28428
402,30,50028,0.84,40487
492,32,86558,0.73,49624
828,61,44331,0.75,42362
470,25,87573,0.2,34380
836,27,149473,0.47,8286
550,63,197398,0.86,11068
686,22,102979,0.5,10805
506,67,24123,0.68,4017
840,36,36603,0.59,22172
715,64,85941,0.84,10926
679,55,62597,0.28,45508
443,28,104238,0.58,24486
324,60,193791,0.12,31397
372,37,61751,0.69,30511
392,37,146462,0.73,44340
804,38,106978,0.04,11002
635,35,37693,0.68,49586
724,67,188769,0.41,4201
798,27,114524,0.12,34520
663,51,117869,0.42,28048
498,43,181064,0.19,31130
712,47,83825,0.42,41324
638,26,160594,0.38,2341
728,63,150475,0.74,14981
438,68,65406,0.77,9696
841,48,163193,0.61,15525
356,59,143371,0.02,27545
531,21,165291,0.93,29625
734,23,21617,0.69,6565
683,31,63016,0.03,15947
493,21,44276,0.82,31077
833,43,92240,0.2,41698
817,64,126292,0.58,7517
484,65,37959,0.47,15287
591,56,48522,0.42,12829
634,34,161025,0.89,3422
415,36,46567,0.44,30060
348,68,82708,0.08,47728
381,66,146206,0.95,42633
632,23,42560,0.92,6985
634,46,78390,0.68,40715
831,28,145772,0.47,14790
520,33,187732,0.09,48507
622,47,65104,0.79,26168
302,42,77805,0.08,25019
505,57,44496,0.07,44739
339,28,111257,0.54,4668
358,24,23515,0.16,11744
806,43,24454,0.01,29754
421,39,42873,0.42,20522
778,42,93920,0.14,5509
395,36,33727,0.16,3500
713,48,148376,0.08,10904
534,43,89070,0.21,27921
361,59,119059,0.72,17683
555,58,144564,0.81,13416
647,53,137213,0.45,15833
423,40,45465,0.51,19290
781,64,79799,0.03,36253
616,30,116129,0.07,15003
803,42,172402,0.26,41227
347,19,159374,0.54,7120
708,19,127288,0.74,42253
435,33,32875,0.61,15251
500,26,47219,0.39,23486
549,45,56182,0.12,29334
613,30,193341,0.78,7172
667,52,99781,0.36,23706
728,58,26457,0.74,19472
779,30,157821,0.51,22695
613,48,53064,0.74,40255
799,38,160893,0.91,43732
654,49,135256,0.92,12055
784,51,118297,0.54,33716
510,25,158736,0.51,7880
343,58,180353,0.27,29949
840,65,182893,0.94,20810
391,19,175719,0.46,1528
564,55,89918,0.13,44093
519,49,110179,0.43,19308
741,57,94944,0.13,23844
700,45,109142,0.5,23360
699,54,47603,0.56,23405
789,58,66458,0.34,18246
784,18,90605,0.07,28792
769,58,39623,0.94,44322
744,27,64440,0.77,21704
568,21,102427,0.84,49181
566,52,158776,0.37,31589
353,27,113826,0.76,23436
827,64,47460,0.49,47895
819,28,130373,0.2,25643
358,31,157637,0.12,19026
339,55,24870,0.35,16693
536,29,38909,0.14,10212
685,62,29117,1,38964
599,34,87474,0.05,14850
694,33,113926,0.44,40767
506,52,195394,0.45,8322
635,19,147463,0.3,36911
813,28,121536,0.57,47580
477,58,40128,0.15,31387
695,20,89001,0.78,6678
670,46,20440,0.33,2382
617,35,143491,0.59,22780
668,37,162735,0.72,28506
683,64,170619,0.89,43296
361,31,101662,0.84,32848
804,51,20005,0.61,40882
538,66,27038,0.39,43202
494,48,26414,0.5,2705
521,57,89506,0.77,6997
360,59,96586,0.88,23447
428,35,153678,0.1,41730
455,47,36482,0.38,45159
677,42,53948,0.78,15535
736,36,109987,0.43,25480
506,25,40875,0.33,32051
687,45,33057,0.41,13129
779,25,52400,0.6,31785
639,48,88607,1,30402
639,20,107561,0.49,42527
503,20,47503,0.21,3704
460,61,174837,0.16,28027
839,39,121096,0.04,6725
691,34,66612,0.56,26223
833,53,118318,0.54,27769
369,34,104335,0.21,28384
704,31,120989,0.7,33145
816,68,113012,0.74,33892
419,26,101748,0.26,43497
516,47,160500,0.34,31027
355,38,182491,0.99,13767
665,29,85195,0.37,22481
803,54,109846,0.76,38575
754,49,122404,0.45,19354
403,28,59142,0.79,49777
376,37,91540,0.77,20146
529,52,189361,0.67,22901
557,64,96948,0.85,4101
563,63,78951,0.94,29727
630,28,31755,0.58,35422
481,69,137985,0.24,17515
849,25,104553,0.4,25806
326,21,154962,0.76,34162
575,44,114376,0.65,41087
598,61,37175,0.18,4573
390,57,85687,0.05,42941
779,55,104983,0.68,40874
757,64,175360,0.25,26508
750,47,66629,0.5,26985
664,61,136779,0.75,44915
650,65,198872,0.56,6060
699,65,188439,0.08,46610
552,44,88513,0.19,11933
758,38,102762,0.22,7632
798,69,180094,0.26,40523
807,37,152731,0.57,44898
603,21,77941,0.5,23973
800,28,189002,0.2,6589
465,30,63473,0.07,12612
714,26,36040,0.17,48611
761,21,89806,0.98,19888
413,29,164358,0.47,20417
732,26,132076,0.87,13015
655,30,75916,0.85,46440
506,65,168672,0.51,36744
534,43,153363,0.71,18855
741,55,164195,0.19,12891
654,59,23811,0.69,28762
814,30,51276,0.27,7595
507,56,197691,0.83,47172
424,45,101049,0.08,29557
437,36,177786,0.77,46593
638,41,163266,0.1,22936
836,36,93062,0.88,19281
367,66,170434,0.3,3192
840,30,74499,0.65,46032
682,30,66281,0.49,34859
318,45,64852,0.37,43861
749,19,198908,0.65,35946
373,27,24595,0.95,47360
575,39,115930,0.04,33309
347,30,166474,0.92,42472
510,26,112676,0.61,36455
839,50,193795,0.81,29672
490,31,197836,0.38,4756
614,65,175983,0.47,39829
412,37,39405,0.87,42391
469,32,78122,0.41,23918
767,49,148909,0.53,5494
313,50,23447,0.02,35047
587,34,30662,0.16,7538
488,41,78282,0.64,3221
454,47,155971,0.72,6164
770,30,48582,0.58,34622
374,64,87471,0.14,36980
576,65,143513,0.45,20152
642,33,193285,0.36,15385
724,19,127578,0.5,24612
810,34,95871,0.87,13530
481,49,103205,0.78,4340
757,60,94081,0.08,24124
363,25,125783,0.89,43579
559,69,103805,0.47,34043
492,20,144698,0.74,13295
705,29,188902,0.14,21247
392,37,158138,0.67,1714
729,33,30712,0.24,39822
733,31,101527,0.44,1809
703,33,149453,0.02,31144
733,66,146888,0.15,46983
411,60,107185,0.09,21362
674,66,119851,0.24,42821
358,68,181878,0.1,1036
342,50,32210,0.69,33402
506,47,56972,0.03,25498
595,29,54136,0.62,29387
417,32,195369,0.14,11273
831,35,136445,0.95,26030
521,45,35945,0.93,46267
465,40,193549,0.23,12403
455,31,99180,0.61,16037
483,47,90453,0.03,20039
389,50,105404,0.93,15017
393,62,164296,0.52,18365
312,32,23052,0.04,48464
737,24,47272,0.34,40215
837,32,61150,0.08,13583
449,69,168388,0.39,33919
307,59,158312,0.67,48025
328,63,117095,0.47,45254
595,55,88774,0.38,47275
639,63,63175,0.12,10514
738,61,151637,0.24,39416
443,28,36375,0.1,2511
818,46,45710,0.81,19642
344,48,166246,0.14,17615
538,42,127026,0.6,32589
454,69,47597,0.34,25225
480,41,94289,0.23,21846
514,36,189469,0.64,30152
387,19,184141,0.46,41517
555,39,105687,0.4,1571
810,37,138968,0.59,27188
372,50,60274,0.49,46000
478,25,189269,0.3,43530
511,42,68634,0.56,14217
533,63,50041,0.67,42999
764,26,158320,0.03,7609
522,51,105365,0.47,48397
563,40,153275,0.06,46041
506,22,71986,0.19,6151
665,42,45370,0.56,7406
575,25,55247,0.87,48062
679,33,144403,0.88,15893
608,65,139544,0.07,33956
567,62,151506,0.42,46841
363,69,82982,0.58,8145
649,32,85180,0.15,39695
793,18,128534,0.77,34367
822,39,185546,0.74,14133
397,20,44644,0.9,13209
370,55,58493,0.01,45292
663,31,103824,0.22,48085
575,53,155031,0.83,27965
349,35,67289,0.67,10145
657,64,162215,0.89,48125
784,58,190665,0.06,43585
383,35,190187,0.6,35638
595,20,173612,0.57,21645
535,27,55481,0.04,19408
355,66,97097,0.51,13521
659,56,42578,0.61,22878
409,64,163859,0.19,39221
491,18,92048,0.27,35595
392,44,161668,0.64,22086
359,44,171002,0.47,17923
338,28,199022,0.86,17225
839,66,115737,0.34,8202
348,22,38687,0.27,31139
719,24,142540,0.98,32974
312,36,187061,0.91,27941
335,46,50183,0.03,38206
400,32,40758,0.77,20885
385,52,152154,0.11,45907
815,64,116368,0.03,12218
522,54,65891,0.27,46692
637,29,196882,0.27,29750
465,47,66901,0.82,32612
682,37,123912,0.71,7716
675,54,91062,0.98,17088
770,20,172635,0.71,32001
330,26,92008,0.42,40586
674,58,153847,0.7,23584
310,56,166900,1,5286
601,43,37974,0.71,5739
395,19,173460,0.76,31158
489,40,100591,0.94,35857
752,40,38615,0.11,6605
491,38,188958,0.7,40590
785,33,42838,0.85,4321
565,26,60728,0.95,45541
723,30,136249,0.21,34984
427,45,98000,0.5,38653
537,44,72798,0.68,13170
654,68,170694,0.25,9933
411,69,164608,0.6,23692
745,34,156772,0.26,32474
642,55,189911,0.33,10906
444,53,30248,0.44,46004
364,18,65291,0.53,24814
546,35,102629,0.45,36565
789,68,145612,0.49,1818
738,26,37177,0.3,9434
405,30,170555,0.16,31571
480,57,63815,0.05,41694
483,62,58533,0.2,29890
525,32,20026,0.58,46485
388,60,124997,0.79,13069
829,61,80611,0.17,33780
670,63,107242,0.11,39662
698,21,175732,0.75,24434
405,50,124913,0.31,8392
570,41,62082,0.95,17102
802,53,167330,0.71,34457
824,68,123613,0.33,23262
331,58,118315,0.29,12932
692,27,109690,0.52,12766
339,53,115220,0.08,23711
517,37,35389,0.12,14292
381,58,111860,0.18,21687
500,62,178757,0.77,48631
746,61,178267,0.51,26899
727,28,41797,0.01,8408
337,29,131975,0.67,11694
510,35,117169,0.42,41910
743,47,86332,0.51,35533
626,61,158260,0.21,16237
526,65,43696,0.55,6778
347,54,22024,0.98,36059
317,37,187057,0.07,27561
738,42,157656,0.28,5866
486,29,110998,0.24,9429
644,38,178116,0.25,44352
523,42,25285,0.38,45515
787,28,27370,0.82,23837
528,26,37903,0.91,35075
689,67,183571,0.2,35853
487,42,117904,0.54,27395
569,52,42995,0.64,17415
609,69,125160,0.52,32986
431,49,186272,0.43,25104
371,66,108377,0.19,1291
486,31,164638,0.49,4686
785,18,57822,0.4,46347
490,34,127412,0.8,2642
721,42,71222,0.76,32477
419,25,114088,0.13,25150
519,22,110450,0.09,9769
352,22,129366,0.91,30833
750,58,130078,0.54,4909
711,52,83853,0.86,33078
536,36,143794,0.06,13268
705,40,173405,0.53,11844
721,26,167030,0.54,9638
546,47,72442,0.86,38141
371,67,172026,0.1,12233
484,33,29675,0.24,31496
305,50,109590,0.41,18806
505,19,128570,0.87,41326
843,31,51661,0.94,14271
686,63,84289,0.99,40513
375,18,37184,0.96,20465
476,43,67963,0.01,40502
648,42,176894,0.05,14860
554,33,25267,0.15,9250
607,32,82814,0.35,42418
644,43,56025,0.83,22310
426,64,141246,0.89,28982
586,61,97605,0.19,33206
786,33,152053,0.62,10764
682,31,63436,0.92,44661
705,46,169544,0.46,13842
687,41,170408,0.1,38491
824,64,176659,0.46,45372
575,32,97192,0.38,25043
799,36,140591,0.58,38971
636,25,104511,0.44,3976
780,51,29665,0.02,8426
572,19,178169,0.99,23887
357,44,111277,0.54,27710
627,27,72474,0.47,42387
408,52,176257,0.95,48470
578,40,95911,0.16,7486
627,66,112643,0.19,40258
614,25,50484,0.81,47882
773,45,121165,0.26,23623
410,40,196682,0.8,24806
528,21,45835,0.27,6973
796,31,116453,0.03,47215
455,59,73790,0.52,49626
772,46,29643,0.2,46939
571,18,95846,0.76,30157
301,21,170023,0.64,6521
810,49,166305,0.92,13891
585,50,33200,0.78,17795
312,66,72275,0.18,23474
797,43,109001,0.8,27507
537,34,172363,0.64,11687
393,56,62448,0.67,34014
637,40,181652,0.83,12009
470,49,111685,0.57,24226
766,69,172418,0.47,23948
442,32,30619,0.64,35939
500,30,125454,0.3,45291
479,19,21766,0.18,49296
663,36,23549,0.62,49044
778,41,169765,0.23,41225
770,62,127938,0.08,23102
683,41,147673,0,35828
716,28,68328,0.61,37102
607,39,45301,0.36,46855
666,32,64763,0.75,34712
300,27,171837,0.38,27823
343,58,64787,0.49,6361
397,44,140675,0.41,26838
564,26,27425,0.65,15638
439,69,32857,0.36,39052
780,45,112999,0.96,24265
536,18,173516,0.94,25751
371,34,61457,0.85,43012
489,48,151776,0.92,11916
567,61,25452,0.45,10509
620,27,131153,0.54,46532
406,54,58862,0.74,32102
531,46,38300,0.7,48659
341,35,160638,0.89,25324
438,64,158573,0.72,15003
572,55,21845,1,28943
780,56,139342,0.35,43634
715,66,59181,0.83,34101
805,23,54404,0.7,30943
723,57,42564,0.69,10456
706,29,117898,0.33,12369
689,31,38227,0.79,20329
641,61,115259,0.9,14218
792,27,144451,0.22,22164
491,37,198547,0.63,38424
798,32,37215,0.39,13410
532,48,150577,0.99,30730
526,24,91074,0.48,3665
670,58,172771,0.23,40899
438,27,128621,0.38,38703
448,27,163526,0.65,1415
414,65,199289,0.08,34475
749,56,126759,0.6,25172
362,45,148471,0.93,3684
403,47,41711,0.85,8494
572,54,166131,0.07,20750
305,20,68398,0.99,20887
446,67,21286,0.7,21826
483,60,185369,0.16,7180
327,32,128304,0.01,47779
849,38,124959,0.17,3559
418,69,177557,0.84,41905
592,54,79967,0.02,4971
670,29,117803,0.23,36725
543,21,149745,0.76,19113
517,64,74583,0.59,43861
476,26,144077,0.78,13951
598,56,131359,0.75,26617
357,59,47086,0.05,33794
568,45,167556,0.89,3583
607,40,124132,0.23,26628
587,62,79263,0.55,27250
404,57,169747,0.64,4055
527,61,140155,0.17,7801
546,39,80664,0.98,35426
793,41,175752,0.49,37719
382,68,168149,0.06,41067
485,43,140474,0.94,24840
551,47,189246,0.59,10933
654,50,96968,0.7,32979
509,33,154563,0.53,46047
746,39,197198,0.83,5137
759,66,154464,0.03,12423
771,67,87804,0.27,25315
669,60,58400,0.47,35482
791,35,187623,0.08,45156
436,24,48088,0.71,37115
666,67,176537,0.39,35754
483,43,199227,0.27,37312
586,25,107893,0,24363
771,23,25969,0.72,18085
674,47,28981,0.83,43414
836,56,172104,0.4,37554
810,40,74091,0.56,15415
549,49,127154,0.23,48052
809,39,44408,0.62,22398
372,59,175313,0.01,33691
581,60,67940,0.49,7659
659,62,23657,0.64,21644
309,26,41230,0.92,4044
510,48,169752,0.38,4883
451,24,104731,0.77,32712
304,26,193412,0.6,20324
494,30,187022,0.93,49119
582,20,158939,0.4,22545
763,52,24329,0.32,19204
412,50,55865,0.89,24268
570,38,57869,0.05,16762
462,48,140185,0.14,29371
759,69,103984,0.08,19847
404,51,145172,0.84,37139
581,49,121069,0.01,42295
461,52,109711,0.86,11116
650,32,86252,0.45,31125
733,49,99386,0,32404
439,23,138728,0.4,29436
770,62,152783,0.19,3788
431,38,45801,0.62,33149
386,50,110709,0.68,5125
482,49,73270,0.49,4606
667,69,75535,0.04,42534
428,36,36220,0.66,33988
545,50,33392,0.84,22306
677,45,153318,0.72,43973
448,48,40010,0.83,11833
732,38,146951,0.2,22997
768,51,88358,0.89,34521
745,32,168306,0.32,30948
780,31,116190,0.01,47643
593,36,135795,0.84,8488
442,60,142790,0.94,40974
549,32,145223,0.66,43448
601,23,95205,0.23,8938
324,69,172856,0.25,39726
369,26,180744,0.47,16770
411,54,21082,0.9,7635
663,37,162220,0.15,9629
602,51,178566,0.83,32668
770,55,95093,0.29,22487
390,43,71952,0.81,13869
829,35,56719,0.92,10219
491,45,68737,0.43,41797
541,68,127271,0.37,17673
437,26,190608,0.8,17763
644,49,165111,0.53,45933
479,23,87839,0.68,12043
802,31,67931,0.62,10570
502,45,59925,0.15,7886
491,41,199969,0.84,2958
304,30,107745,0.2,44087
536,60,146298,0.93,25641
